Size 487,2
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
3.436139764049556209e-03,-2.481097828553151599e-02
3.643373971182160397e-03,-2.481113454772141888e-02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-3.436139763932829268e-03,-2.481097828471618902e-02
-3.643373971057732585e-03,-2.481113454690608844e-02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-3.976018274398580389e-06,-7.728929078994130854e-06
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-4.596231450205152231e-05,-2.539166630657500108e-04
-9.378540737768465666e-05,-9.310898491732171652e-04
-9.896581758772465606e-06,-2.726421471416131531e-03
2.247058744674889914e-04,-6.010188901219412974e-03
6.796108079268585326e-04,-1.066893788832885479e-02
1.194464119702831964e-03,-1.452715334004134502e-02
1.687752972430886077e-03,-1.743522624247774086e-02
2.467190702598342968e-03,-2.111489005112997253e-02
3.099026604664608699e-03,-2.360794103541025146e-02
3.476916036998218759e-03,-2.490563925131738729e-02
3.524492884288937811e-03,-2.499722825033764279e-02
3.581252677693741449e-03,-2.508352080437145290e-02
3.649953154723849669e-03,-2.516082264023345935e-02
3.731392002848845334e-03,-2.522485919538790256e-02
3.822124893550350559e-03,-2.527511950267392199e-02
3.918530273497423423e-03,-2.531367870506604639e-02
4.018524104392803310e-03,-2.534195973706531227e-02
4.120612732845001756e-03,-2.536160937929209103e-02
4.223838591216891140e-03,-2.537428293045873237e-02
4.327615165050696135e-03,-2.538148562492865620e-02
4.431610045051688831e-03,-2.538473226611611192e-02
4.535666737770485159e-03,-2.538560477472359342e-02
4.639738484139731799e-03,-2.538566532070422876e-02
4.743819876859268168e-03,-2.538569295134850134e-02
4.847909842126071206e-03,-2.538571708518163120e-02
4.952007919925523367e-03,-2.538573776356442546e-02
5.056113289966281989e-03,-2.538575499362347165e-02
5.160225090120677469e-03,-2.538576875341260614e-02
5.264342113370937618e-03,-2.538577902842398606e-02
5.368463186127461935e-03,-2.538578581193643227e-02
5.472584271522200512e-03,-2.538533713931867553e-02
5.561809705110812643e-03,-2.536179039755979969e-02
5.469613403555328816e-03,-2.531554077142994519e-02
5.368987933445175734e-03,-2.528897060684867637e-02
5.266460714892386326e-03,-2.527090454980623901e-02
5.163179060409086966e-03,-2.525777131965498135e-02
5.059533536496092082e-03,-2.524793656096417302e-02
4.955684833093176173e-03,-2.524062273751755126e-02
4.851716302971908687e-03,-2.523540572455550482e-02
4.747702742175207921e-03,-2.523134453972639135e-02
4.643720723350680188e-03,-2.522674484876208378e-02
4.539853631175165896e-03,-2.522020466730461388e-02
4.436222002065735685e-03,-2.521075899196882977e-02
4.332977380873058795e-03,-2.519785256538284793e-02
4.230282641021063626e-03,-2.518122353445028175e-02
4.128504481911179219e-03,-2.515981592225670013e-02
4.028486449212173928e-03,-2.513147420215208414e-02
3.931674020931102791e-03,-2.509381418797966209e-02
3.840524031622514611e-03,-2.504425282976930484e-02
3.758897286511987939e-03,-2.498052214443551022e-02
3.691719630790199578e-03,-2.490201377500123395e-02
1.244731993818434454e-04,-2.807217245811793969e-04
2.894929675431295716e-04,-1.013300892131917350e-03
4.654782167614116267e-04,-2.829753524735004536e-03
7.057530816009298337e-04,-6.107960400102187444e-03
1.103036002605377883e-03,-1.073488540416930002e-02
1.631190839952383499e-03,-1.455584990299758040e-02
2.131423658668766142e-03,-1.743740131250021488e-02
2.846259861099226501e-03,-2.109760871960303721e-02
3.375835242811541913e-03,-2.359637563725284007e-02
4.596231450084801046e-05,-2.539166630596537588e-04
9.378540737496570800e-05,-9.310898491490392399e-04
9.896581758205011129e-06,-2.726421471341176298e-03
-2.247058744613630052e-04,-6.010188901047527898e-03
-6.796108079070549294e-04,-1.066893788801447258e-02
-1.194464119666958750e-03,-1.452715333960237845e-02
-1.687752972378629701e-03,-1.743522624193822451e-02
-2.467190702517781109e-03,-2.111489005045306261e-02
-3.099026604560468478e-03,-2.360794103463974281e-02
-3.476916036879966563e-03,-2.490563925049855271e-02
-3.524492884168914462e-03,-2.499722824951543590e-02
-3.581252677571614747e-03,-2.508352080354609229e-02
-3.649953154599202849e-03,-2.516082263940529543e-02
-3.731392002721239942e-03,-2.522485919455742798e-02
-3.822124893419454831e-03,-2.527511950184162248e-02
-3.918530273363025722e-03,-2.531367870423234523e-02
-4.018524104254741006e-03,-2.534195973623056333e-02
-4.120612732703193316e-03,-2.536160937845660310e-02
-4.223838591071301871e-03,-2.537428292962278994e-02
-4.327615164901315627e-03,-2.538148562409247438e-02
-4.431610044898526626e-03,-2.538473226527985030e-02
-4.535666737613603706e-03,-2.538560477388736650e-02
-4.639738483979237785e-03,-2.538566531986807817e-02
-4.743819876695286493e-03,-2.538569295051243749e-02
-4.847909841958698146e-03,-2.538571708434565408e-02
-4.952007919754866476e-03,-2.538573776272852120e-02
-5.056113289792424532e-03,-2.538575499278762290e-02
-5.160225089943675826e-03,-2.538576875257680249e-02
-5.264342113190836892e-03,-2.538577902758822752e-02
-5.368463185944310698e-03,-2.538578581110069107e-02
-5.472584271336003968e-03,-2.538533713848295167e-02
-5.561809704922028759e-03,-2.536179039672475932e-02
-5.469613403369221610e-03,-2.531554077059624749e-02
-5.368987933262005414e-03,-2.528897060601577318e-02
-5.266460714712219680e-03,-2.527090454897387359e-02
-5.163179060231984710e-03,-2.525777131882302531e-02
-5.059533536322121869e-03,-2.524793656013252230e-02
-4.955684832922405657e-03,-2.524062273668617462e-02
-4.851716302804413329e-03,-2.523540572372434676e-02
-4.747702742011072723e-03,-2.523134453889543452e-02
-4.643720723190055202e-03,-2.522674484793135594e-02
-4.539853631018145666e-03,-2.522020466647419135e-02
-4.436222001912410416e-03,-2.521075899113881316e-02
-4.332977380723483998e-03,-2.519785256455333786e-02
-4.230282640875236699e-03,-2.518122353362140312e-02
-4.128504481769091489e-03,-2.515981592142862294e-02
-4.028486449073759475e-03,-2.513147420132502002e-02
-3.931674020796220234e-03,-2.509381418715396841e-02
-3.840524031490935401e-03,-2.504425282894540486e-02
-3.758897286383359928e-03,-2.498052214361393131e-02
-3.691719630663998011e-03,-2.490201377418253814e-02
-1.244731993786046082e-04,-2.807217245744440619e-04
-2.894929675351703893e-04,-1.013300892105474743e-03
-4.654782167481461962e-04,-2.829753524657054303e-03
-7.057530815802932379e-04,-6.107960399927362879e-03
-1.103036002572288683e-03,-1.073488540385286044e-02
-1.631190839901972434e-03,-1.455584990255768055e-02
-2.131423658600474849e-03,-1.743740131196061874e-02
-2.846259861004478940e-03,-2.109760871892678996e-02
-3.375835242697034985e-03,-2.359637563648276509e-02
-8.761147640215580983e-07,-5.079874345449066227e-06
-2.262652102223520616e-06,-7.215595677697395565e-06
-3.902721060276693983e-06,-7.735703456300086986e-06
-2.104636899263699838e-06,-6.728230980947218685e-06
-5.922736922858037341e-07,-4.823519125915250742e-06
3.123888266822870339e-07,-1.124882171594486724e-06
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
